system:index,0_mined,0_mined_1,1_mined,1_neighbors,2_mined,2_neighbors,3_mined,3_neighbors,4_mined,4_neighbors,altitude,classification,clay,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,offset,sand,scale,slope,year,.geo
2_1256,0,0,0,0,0,0,0,0,0,0,199,0.2611142660935525,35,1237.4151924065088,1789.5536280033634,9974.3537143293,5922.618236258432,7326.796224678884,13214.629756174534,1503.9172749595887,1237.4151924065088,12707.720991770613,31,-12693,-69251,0.0,41,0.0,2.1146402,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.25204155998492,-12.693141329884646]}"
2_1257,0,0,0,0,0,0,0,0,0,0,242,0.17502961185281424,40,300.11058996799414,0.0,31700.95435168502,1523.7161065754672,15113.183142903335,10187.07360447773,1921.6453925343349,300.11058996799414,13641.74209329013,31,-12726,-69464,0.0,40,0.0,7.3521814,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.46430659892535,-12.727036266244099]}"
2_1258,0,0,0,0,0,0,0,0,0,0,267,0.03400753227339424,32,28419.96757686948,14316.788375698346,55294.451852107195,30592.97143353049,0.0,5421.92514025807,200.0587804246542,28419.96757686948,33182.78083943962,24,-13181,-69855,0.0,39,0.0,1.4701856,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.85465186351436,-13.181230668378307]}"
2_1259,0,0,0,0,0,0,0,0,0,0,225,0.08767728419581974,32,29532.129103482628,26597.839946365944,36709.350457821456,40688.7260885972,0.0,9608.524649875528,900.3596644622776,29532.129103482628,41419.564985403675,34,-12950,-69059,0.0,39,0.0,2.7540216,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.05923693087722,-12.950703838555587]}"
2_1260,0,0,0,0,0,0,0,0,0,0,309,0.030375269449625215,38,15321.934332819035,21786.386882602575,58228.863582600454,38569.69150072291,0.0,19455.70744304547,1118.3953261118136,15321.934332819035,43974.416779016945,34,-13228,-69727,0.0,38,0.0,2.4252005,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.72800510215131,-13.228277817417522]}"
2_1261,0,0,0,0,0,0,0,0,0,0,216,0.19762612414759595,35,11348.032518417565,761.8667888195744,33315.06067682288,20033.844838026987,0.0,300.1140310625696,583.3168260313172,11348.032518417565,29259.02314057366,21,-12871,-69371,0.0,34,0.0,1.3284435,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.37111470656859,-12.871775706626442]}"
2_1262,0,0,0,0,0,0,0,0,0,0,236,0.04956288786477553,38,20976.84567865189,10199.015345874846,38477.75244505136,29857.24144034002,0.0,9384.97023342251,806.5356476787385,20976.84567865189,38310.01876994216,24,-12951,-69329,0.0,34,0.0,1.3286616,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.33002036375753,-12.951315487000254]}"
2_1263,0,0,0,0,0,0,0,0,0,0,249,0.22911429964417845,32,10475.414200678713,11849.214738288041,12043.47710672929,40297.364928608586,23056.803376093318,7160.029723036464,3189.54230436408,10475.414200678713,6329.496302808433,34,-12549,-70291,0.0,33,0.0,0.47508645,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29181749516192,-12.550708826016107]}"
2_1264,0,0,0,0,0,0,0,0,0,0,234,0.025647527811266325,35,63353.44927418335,57445.703599367356,71056.57941406513,74307.90951427605,0.0,8279.783817730955,632.7085562780861,63353.44927418335,75770.97729777002,24,-13249,-68973,0.0,37,0.0,1.0595926,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.97401505173943,-13.249659149261001]}"
2_1265,0,0,0,5,1,40,0,23,0,0,220,0.7745988523291187,37,1100.3963153251877,4905.8468086718985,36155.51742235374,5100.856622298847,21400.463307722013,2460.5609632574133,806.5162472208789,1100.3963153251877,8232.788909152003,21,-12682,-69522,9.0,35,3.2,1.9142051,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.52252355718424,-12.682709630862849]}"
2_1266,0,0,0,0,0,0,0,0,0,0,598,0.11411827728676399,35,9366.445485623468,0.0,18107.27046356311,9366.445485623468,2702.3179322631986,28965.147573372826,400.0690955947485,14236.22140467099,18105.613022213754,31,-13217,-70251,0.0,36,0.0,21.265034,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25122280506245,-13.21730158905148]}"
2_1267,0,0,0,0,0,0,0,0,0,0,277,0.07873246756534459,39,16302.162108718749,28538.46123562491,39897.25491351239,28685.707403483728,45417.27098834011,16625.225236373677,141.47206686524729,16302.162108718749,28041.819276396425,31,-12460,-69533,0.0,35,0.0,2.113087,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.53366780814493,-12.459966954632243]}"
2_1268,0,0,0,0,0,0,0,0,0,0,334,0.03748292238386822,39,31094.467623738325,18459.65537769018,46119.72435758193,36311.30440240748,0.0,3963.421130859914,583.2568564079423,31094.467623738325,38190.29222288481,21,-13240,-69919,0.0,37,0.0,1.6857533,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92020396635341,-13.240677806206792]}"
2_1269,0,0,0,0,0,0,0,0,0,0,388,0.19026040839507438,43,7670.803386843479,0.0,15111.001465910009,14671.320387380942,3107.0053274000334,19459.357355936878,761.7147019123204,7670.803386843479,15193.52715475718,31,-13123,-70228,0.0,33,0.0,8.335037,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22971429990328,-13.12329203735532]}"
2_1270,0,0,0,0,0,0,0,0,0,0,241,0.04268477986066387,36,24485.02359885975,25687.356611217805,69906.77475258455,41175.163103331324,0.0,3822.386022152099,1487.148211749904,24485.02359885975,52696.50165828358,21,-13185,-69497,0.0,34,0.0,1.9600697,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.49810061906408,-13.1851551885495]}"
2_1271,0,0,0,0,0,0,0,0,0,0,270,0.028279305938363607,39,26639.641398172804,37675.47009572135,59678.89326171657,37647.57365228597,47589.30451722943,15753.318504006447,0.0,26639.641398172804,13113.424069485889,42,-12525,-69842,0.0,31,0.0,6.4553447,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.84305159626325,-12.526181305498252]}"
2_1272,0,0,0,0,0,0,0,0,0,0,248,0.13078691058973987,37,8650.21818496279,27514.893597427093,28935.78569022694,25111.835037997243,37564.7608192209,5343.357813733415,100.0376247578255,8650.21818496279,13896.950882621137,41,-12442,-69404,0.0,37,0.0,10.611189,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.40444672632943,-12.442015064545002]}"
2_1273,0,0,0,0,0,1,0,9,0,7,209,0.7697486622388081,29,2203.0962841656938,5690.715381970333,24248.714472933276,5703.012049395203,22947.204024392806,7861.6961095395945,4124.649689197102,2203.0962841656938,20408.865516986232,21,-12639,-69419,11.5,38,-2.9,0.46373534,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.41912069041257,-12.640030269869857]}"
2_1274,0,0,0,0,0,0,0,0,0,0,310,0.08027200832643383,36,39420.49373694911,48035.28071504368,67276.59887422954,48028.92680746018,61573.36707378227,34682.63211624433,500.15698219252874,39420.49373694911,32137.956528444975,21,-12368,-69767,0.0,36,0.0,5.8595424,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.76776287130393,-12.368527373736647]}"
2_1275,0,0,0,0,0,0,0,0,0,0,314,0.029156151435573912,37,26871.829645196638,4218.756995364571,39441.94936804179,63937.626483715314,0.0,18178.591941634775,699.9589148099159,26871.829645196638,28404.670064285863,24,-12575,-70772,0.0,34,0.0,2.7197819,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.77234307502827,-12.57508269244838]}"
2_1276,0,0,0,0,0,0,0,0,0,0,281,0.02282763313018344,40,20501.395104396248,30509.863469215266,60292.71105941855,30488.86607698221,42060.25017334694,15248.206839504524,141.46633046859597,20501.395104396248,14724.735558162412,21,-12546,-69750,0.0,34,0.0,3.2772207,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.7495080946105,-12.545989771976899]}"
2_1277,0,0,0,0,0,0,0,0,0,0,200,0.5871928746086497,36,2833.035231177641,21314.42322022666,22630.035241278,18487.54398611865,30830.034805231677,2110.3029047057144,0.0,2833.035231177641,13782.020617626702,31,-12500,-69375,0.0,32,0.0,3.8239799,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.37609903189356,-12.500382652982255]}"
2_1278,0,0,0,0,0,0,0,0,0,0,742,0.2848881745367201,39,4570.422708713946,921.9271648376704,4570.422708713946,13879.43078923639,1788.8014492950301,20891.96419838035,0.0,10311.823642403475,5119.4188049416925,41,-13123,-70719,0.0,35,0.0,5.56769,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.71947432815661,-13.123198412694318]}"
2_1279,0,0,0,0,0,0,0,0,0,0,269,0.1296630802747698,38,11855.546944346741,29389.26772580399,34061.53846128518,28944.427064932333,42428.07905533989,10321.279898357294,100.03701463395936,11855.546944346741,19023.87365896303,31,-12428,-69452,0.0,39,0.0,8.497447,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.45272996301946,-12.428645607508733]}"
2_1280,0,0,0,0,0,0,0,0,0,0,212,0.5142520146408157,33,806.5217565261336,6453.724869213127,30475.91792608551,6612.2677534829145,23382.070133972313,3626.244570833578,1404.0821623929278,806.5217565261336,14394.51466162545,34,-12651,-69475,0.0,35,0.0,1.0575407,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.47577220142425,-12.651328968901732]}"
2_1281,0,0,0,0,0,0,0,0,0,0,278,0.12997572100178512,38,20643.420854953438,21899.737139011795,23162.627067771566,52893.89890476648,31695.298935633036,2408.716937532563,761.7031761228418,20643.420854953438,19088.226882238498,21,-12434,-70267,0.0,35,0.0,1.6994642,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.26750558895066,-12.434195293017552]}"
2_1282,0,0,0,0,0,0,0,0,0,0,273,0.03769275870317046,38,17005.72242554969,24293.561335733524,50440.18206304111,24281.819095144743,39541.77655980898,13660.730988767069,1676.8697280829354,17005.72242554969,19453.1395134233,21,-12555,-69659,0.0,34,0.0,2.1137178,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.65951223771529,-12.555449257815122]}"
2_1283,0,0,0,0,0,0,0,0,0,0,627,0.16861354708036272,39,2549.5663981076027,14173.881834721511,15438.283254895878,2549.5663981076027,16184.302210687829,33870.06009897825,400.00888662003496,3901.3685136496492,14766.844237856549,21,-13207,-70612,0.0,37,0.0,4.230555,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.61294895635692,-13.207140573684578]}"
2_1284,0,0,0,0,0,0,0,0,0,0,217,0.06904061831186169,35,16250.877720646546,10016.994490711928,24675.626471435586,24294.889240657598,0.0,10671.972950685185,985.2795115196055,16250.877720646546,26763.077968073765,24,-12655,-68947,0.0,35,0.0,1.4698613,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.94838356180902,-12.65446170744598]}"
2_1285,0,0,0,0,0,0,0,0,0,0,226,0.32898739539482513,40,4385.734004452675,0.0,26385.23649435952,12892.505904745836,5559.0968747180505,1421.8090726474143,671.0762257607179,4385.734004452675,26641.34113157711,24,-12797,-69358,0.0,33,0.0,0.46373534,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.35884482313288,-12.798547164620436]}"
2_1286,0,0,0,0,0,0,0,0,0,0,422,0.07420094895545776,37,13891.04042896783,5440.03853817921,13891.04042896783,37688.233554726154,0.0,7099.986802777128,99.98989695057946,29370.659995400674,22853.10601938823,21,-12945,-70855,0.0,37,0.0,22.385233,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85537612525907,-12.945734615049753]}"
2_1287,0,0,0,0,0,0,0,0,0,0,584,0.18202699983864395,36,4810.180130178664,2639.952128953111,4810.180130178664,19900.073090048132,0.0,14698.971515094603,399.9812690926914,16106.69742372452,6530.390932213711,31,-13074,-70752,0.0,37,0.0,27.942013,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75260634867774,-13.07443645010825]}"
2_1288,0,0,0,0,0,0,0,0,0,0,305,0.03508722951596607,37,35844.58773773093,47766.560396651475,57508.3520252507,47734.91976288984,57716.585732044594,20941.363133652685,100.0285945445726,35844.58773773093,21029.80770035861,21,-12443,-69883,0.0,34,0.0,4.6675696,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.88363562114228,-12.443858422044586]}"
2_1289,0,0,0,0,0,0,0,0,0,0,240,0.13808306776602902,36,7133.680942134971,15669.081236370952,14441.658133622936,10844.86360096048,23373.982003233854,7024.115793859529,2746.96974203792,7133.680942134971,9378.064748015378,21,-12518,-69295,0.0,35,0.0,3.2772133,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.29632668351788,-12.518658519937215]}"
2_1290,0,0,0,0,0,0,0,0,0,0,232,0.10142835193909851,38,3385.0241456741305,985.246486251981,43397.56633232282,17110.942166068675,0.0,9437.436247715134,223.6886918451065,3385.0241456741305,22749.040983134735,21,-12893,-69482,0.0,33,0.0,1.0422715,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.482308972976,-12.893568001024901]}"
2_1291,0,0,0,0,0,0,0,0,0,0,237,0.476899944906249,38,2693.6036294702517,0.0,27498.604823273534,11610.003796102214,5833.163422004607,3009.4627688719734,721.3837533041966,2693.6036294702517,24461.06322310792,24,-12792,-69378,0.0,35,0.0,3.7570918,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.37790973985373,-12.79309490825963]}"
2_1292,0,0,0,0,0,1,0,0,0,0,340,0.6388229257250357,36,5111.617840303841,0.0,11144.552716461976,10691.949695404599,943.5540742403823,23852.003240236776,100.01653183661689,5111.617840303841,11202.744534857575,21,-13136,-70271,0.0,37,0.1,20.463196,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.27128756658095,-13.135837362087349]}"
2_1293,0,0,0,0,0,0,0,0,0,0,294,0.0711552707427219,37,41297.22502483615,50631.8524597111,68629.76327817373,50604.47403161703,63067.79990842445,32876.125167205544,141.46452873644688,41297.22502483615,31287.176086033665,41,-12363,-69804,0.0,37,0.0,7.891833,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.80555417913861,-12.36434905965568]}"
2_1294,0,0,0,0,0,0,0,0,0,0,224,0.1305501584811174,38,6016.541951138102,4606.177030460021,10604.68774582842,15249.42185417922,0.0,15490.343907324574,2701.0738538342835,6016.541951138102,15267.13124701795,41,-12723,-69129,0.0,37,0.0,0.46373534,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.12909888899834,-12.723613680164117]}"
2_1295,0,0,0,0,0,0,0,0,0,0,223,0.05859025730858246,39,17369.25989898466,12262.553350458931,26108.905961694403,28922.634071363147,0.0,15307.427179779683,1781.1615057513209,17369.25989898466,29701.603830130643,34,-12752,-68964,0.0,37,0.0,0.0,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.96466981276436,-12.753484326680956]}"
2_1296,0,0,0,0,0,0,0,0,0,0,211,0.26438219890520875,38,1898.0997384720067,7608.857674599039,14430.898897952606,3479.8495205320123,12525.620753041481,10823.145277878084,781.3267556044894,1898.0997384720067,16468.742422169747,31,-12689,-69307,0.0,42,0.0,1.0420953,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.30729834070493,-12.689013877359606]}"
2_1297,0,0,0,0,0,0,0,0,0,0,384,0.11754366101070342,37,12986.20681723497,0.0,12986.20681723497,21750.77800907361,1220.6250448028666,11269.589588800472,99.99749996874922,17440.894185792196,12015.106387377518,21,-13013,-70708,0.0,34,0.0,7.464124,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.70903343872988,-13.013172516753459]}"
2_1298,0,0,0,0,0,0,0,0,0,0,221,0.06932473092769961,33,23857.59221505399,22109.738159892877,30352.198709934404,35000.40917359875,0.0,14877.729262452516,700.2797731922489,23857.59221505399,35034.13377217984,24,-12887,-69058,0.0,36,0.0,0.475719,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.05839253169064,-12.887766359994911]}"
2_1299,0,0,0,0,0,0,0,0,0,0,294,0.07779811284322062,39,17146.69364538686,26163.655157698005,40492.79134823722,26323.046958505533,42806.92992442564,13434.968280979956,1281.0804887867116,17146.69364538686,25655.37212307468,24,-12488,-69550,0.0,35,0.0,0.47497293,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.55056817270098,-12.48896009673083]}"
2_1300,0,0,0,0,0,0,0,0,0,0,415,0.029377368803670877,37,30146.519748703737,9451.640674271683,37336.83155892282,30427.305781791983,0.0,11338.545702705605,223.6612734345734,30146.519748703737,33773.59288074366,21,-13200,-70037,0.0,34,0.0,6.633571,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.03798543110969,-13.20062559989714]}"
2_1301,0,0,0,0,0,0,0,0,0,0,226,0.051180895414276645,41,19425.190246765844,10793.930211835202,41304.26364129034,30606.61722374525,0.0,10047.738995509138,100.03818606849586,19425.190246765844,37659.02934846768,42,-12967,-69354,0.0,33,0.0,2.7541633,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.35493637526893,-12.967559406588187]}"
2_1302,0,0,0,0,0,0,0,0,0,0,257,0.018450387421911338,35,50687.60897645499,41919.4580406507,61627.317710472365,61230.85604841627,0.0,4628.926520736206,100.03960153359269,50687.60897645499,66156.43885743001,24,-13195,-69168,0.0,36,0.0,1.9144477,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.16921065413568,-13.195349220663791]}"
2_1303,0,0,0,0,0,0,0,0,0,0,322,0.09252492859209634,40,29521.45251001009,6600.439877919596,29521.45251001009,65442.117991973566,21668.238923635625,11816.03185460595,141.43078171185013,30244.370003267242,22201.479589365914,31,-12370,-70510,0.0,36,0.0,3.7047918,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.50943304576764,-12.370576672924015]}"
2_1304,0,0,0,0,0,0,0,0,0,0,874,0.1423185935135051,38,15366.686207507462,2012.184447310932,16173.374609214987,15366.686207507462,7059.48236416807,22152.088304491746,141.40190946376927,21599.112742193836,19217.398685826345,41,-13219,-70923,0.0,37,0.0,3.4569588,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.92356247176693,-13.218551145323218]}"
2_1305,0,0,0,0,0,0,0,0,0,0,222,0.08284863518812131,33,24391.08520616046,22172.337365818512,31246.433245639717,35621.105621228424,0.0,14246.826655400262,1613.0956930212633,24391.08520616046,35948.322145995975,34,-12900,-69067,0.0,38,0.0,1.5003697,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.06752114586581,-12.900243207810131]}"
2_1306,0,0,0,0,0,0,0,0,0,0,266,0.08142967709803002,39,23364.1263059217,31524.317095380164,67338.19543062849,47232.34598530323,0.0,1170.9016365938367,360.6880929426767,23364.1263059217,58255.91565865664,21,-13229,-69464,0.0,38,0.0,4.841126,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.46496351352019,-13.229705566365654]}"
2_1307,0,0,0,0,0,0,0,0,0,0,329,0.04208186293136423,36,17952.667507660943,2683.1495019845615,37075.931169189804,53612.00461140326,0.0,8375.744362443256,2879.0942938926123,17952.667507660943,30118.44445710344,41,-12700,-70754,0.0,38,0.0,2.9378457,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.75497851461053,-12.700479018314134]}"
2_1308,0,0,0,0,0,0,0,0,0,0,290,0.07358321925599777,37,32869.44545402429,40709.82427546283,58644.3646657612,40858.141757225276,56208.340378153895,27910.79108663943,100.03289498022637,32869.44545402429,30786.738459927834,21,-12407,-69698,0.0,38,0.0,3.3783574,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.697774145458,-12.406694453557378]}"
2_1309,0,0,0,0,0,0,0,0,0,0,308,0.07189792390853648,37,38636.86665178698,46445.167309949684,64201.66427831501,46527.28729852381,61028.18037643425,33874.26704344271,990.267115952812,38636.86665178698,33120.89363975697,21,-12367,-69736,0.0,35,0.0,9.049324,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.73630241117937,-12.367529235825739]}"
2_1310,0,0,0,0,0,0,0,0,0,0,198,0.21022822417885823,34,13478.685982485576,1360.6900715089846,29448.12413944276,23409.342139043816,3701.4771758317147,12651.392229541503,1721.1519262183103,13478.685982485576,29763.516556689206,21,-12520,-68920,0.0,38,0.0,5.2815194,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.92024552550366,-12.520166345932351]}"
2_1311,0,0,0,0,0,0,0,0,0,0,235,0.13695279978674832,34,7245.03668401578,16562.063215408034,15321.271869120395,11632.048071760622,24157.21202838554,6043.8583156658915,1839.1882879666643,7245.03668401578,10398.247019855678,21,-12516,-69305,0.0,37,0.0,3.9057698,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.3048842031561,-12.51674994314746]}"
2_1312,0,0,0,0,0,0,0,0,0,0,347,0.0298051793879546,35,28666.86145410596,3763.9143382266034,36911.33170768253,57523.571201163715,0.0,7626.787818198965,4884.161607022808,28666.86145410596,38746.4515643449,24,-12725,-70858,0.0,40,0.0,2.1148531,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85873177302778,-12.72526137146495]}"
2_1313,0,0,0,0,0,0,0,0,0,0,313,0.030585900312068617,38,25547.01900467823,7662.761017233055,33857.271009459815,25547.01900467823,0.0,9734.733599333882,2300.5467465382685,26195.727374081955,26806.37078575026,24,-13138,-70056,0.0,37,0.0,0.66467744,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.05654083099523,-13.137894110125849]}"
2_1314,0,0,0,0,0,0,0,0,0,0,229,0.07028223257610122,36,9574.618309951054,4358.347326001279,18469.239430486166,20952.591709656408,0.0,10460.282343561825,721.3987823146085,9574.618309951054,21813.540421551388,24,-12703,-69018,0.0,34,0.0,1.4993091,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.01773072136807,-12.70356926648409]}"
2_1315,0,0,0,0,0,0,0,0,0,0,250,0.2579930931775841,35,5854.689856051034,13205.656589764738,32563.436812789692,19774.794757102965,15629.94665135549,2062.37706783262,3615.307103029942,5854.689856051034,25704.630537214252,34,-12401,-68953,0.0,40,0.0,0.92740995,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-68.9531258435313,-12.401619286643832]}"
2_1316,0,0,0,0,0,0,0,0,0,0,205,0.6300006330548673,34,781.3235915339432,12954.468597686186,16527.818118251424,8341.653288523654,22619.48333554919,2088.8596694727967,4160.917182169696,781.3235915339432,16161.671454981073,21,-12589,-69349,0.0,38,0.0,2.5043256,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.34916075697949,-12.589129516159808]}"
2_1317,0,0,0,0,0,0,0,0,0,0,188,0.21129138278010204,36,1844.6464875586594,4650.515264000659,20410.367005490814,11327.073101161768,6075.319843689301,10879.091464715986,3257.066482329229,1844.6464875586594,19098.210156494784,41,-12484,-69028,0.0,36,0.0,1.6996968,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.02903529071574,-12.484366101717322]}"
2_1318,0,0,0,0,0,1,0,0,0,0,338,0.6138877243351523,38,11903.821598644015,1565.252934208039,12500.442719503728,20787.08622699665,6788.248301292462,15859.751556798088,1208.3087272997536,11903.821598644015,5608.049125162366,21,-12998,-70651,0.0,39,0.1,0.9517943,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.65058256323839,-12.998364949954274]}"
2_1319,0,0,0,0,0,0,0,0,0,0,230,0.03395217111570705,34,41787.6156971224,36575.382004610736,49789.3577849003,52748.38866727722,0.0,10823.288382742816,400.15985087212334,41787.6156971224,54498.64626846893,24,-13074,-69060,0.0,38,0.0,1.328999,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.06064988912605,-13.074136417671161]}"
2_1320,0,0,0,0,0,0,0,0,0,0,607,0.09176491237838234,37,5545.587308631633,5545.587308631633,5545.587308631633,32846.05498187066,0.0,11899.170202243227,360.51725670598967,26083.271637739865,15927.231455372517,31,-13025,-70863,0.0,37,0.0,11.312091,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.86287910862542,-13.025128650007238]}"
2_1321,0,0,0,0,0,0,0,0,0,0,316,0.03443769210794949,36,23661.729818215626,6153.650397753633,31262.58836437307,25589.668269662412,0.0,12498.073009397976,1612.822418105524,23661.729818215626,27539.040422952145,24,-13143,-70081,0.0,35,0.0,1.9597552,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.08175023750246,-13.143485242347767]}"
2_1322,0,0,0,0,0,0,0,0,0,0,727,0.07201228788108457,35,7701.85583928579,781.1473363795159,10758.078729004224,8919.917385166924,0.0,27879.9840580855,200.03133543585116,7701.85583928579,10764.58553835214,31,-13166,-70294,0.0,34,0.0,15.643754,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29413577070339,-13.165557162798429]}"
2_1323,0,0,0,0,0,0,0,0,0,0,233,0.02196180600042924,35,24901.415367694524,18172.7618610974,71033.9569054169,30356.708760077083,0.0,12786.066536605995,632.675185719339,24901.415367694524,45234.39541150231,31,-13125,-69602,0.0,38,0.0,1.9932686,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.60315554596511,-13.125793830876525]}"
2_1324,0,0,0,0,0,0,0,0,0,0,347,0.0298051793879546,35,28390.397498400536,3955.6024228104307,37286.52336316325,57640.33749843588,0.0,7559.647990110056,5059.125418488852,28390.397498400536,38745.73611369627,34,-12722,-70855,0.0,40,0.0,1.0577775,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.85595005708069,-12.722569299676133]}"
2_1325,0,0,0,0,0,0,0,0,0,0,250,0.12812736788071333,41,1029.9717921273987,14724.539509989778,15868.201862579217,1063.436640923103,17036.147718940527,18394.52429448796,447.391157329076,1029.9717921273987,11467.971523008726,21,-12453,-69145,0.0,36,0.0,2.4180262,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.14552760659556,-12.454215043143188]}"
2_1326,0,0,0,0,0,0,0,0,0,0,750,0.18221149490504088,39,5603.034806510553,583.039468204662,5603.034806510553,23658.04330188833,6154.897132996898,22373.96503731985,0.0,15782.660930182508,8845.057681312326,31,-13140,-70846,0.0,38,0.0,17.463638,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.84686255858423,-13.139669608152772]}"
2_1327,0,0,0,0,0,0,0,0,0,0,201,0.3368049533590038,40,5026.889011582176,22080.498479507103,20839.31539866788,16049.296617789243,30696.275682616666,9608.415889635664,141.4762706472361,5026.889011582176,1655.9372924136499,31,-12434,-69284,0.0,36,0.0,10.26311,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.28491434713574,-12.435113791147517]}"
2_1328,0,0,0,0,0,0,0,0,0,0,310,0.07918018591084393,39,14679.182862268126,15469.840897392094,16362.60980972034,45969.23845126285,26076.34707750014,9564.990627037358,4206.615974513392,14679.182862268126,12171.566592691037,21,-12497,-70285,0.0,35,0.0,2.9376035,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.28492950041557,-12.497852233886684]}"
2_1329,0,0,0,0,0,0,0,0,0,0,302,0.061625405606817785,36,28827.05618580995,36683.85894943272,53852.12536382544,36907.54101619755,53117.497388555894,23572.736489750914,1342.092400589002,28827.05618580995,31010.435011296497,21,-12428,-69659,0.0,36,0.0,3.3783793,2017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.65891459881117,-12.428493777094868]}"
