system:index,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,mined,random,sand,slope,type,.geo
2878_0,308,0.05546430249102102,40,0,22186.78154577311,4614.141086370095,58477.10821724922,22186.78154577311,0.0,4542.011713128589,656.579226702809,23457.31486015516,25517.224332307727,23,-13092,-69828,0,0.8018395097456099,37,2.3139412,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.8288323896862,-13.090129201193152]}"
2891_0,257,0.35215154465348025,36,0,2706.4938310565108,0.0,43670.07709585325,2706.4938310565108,9862.526574517895,9761.578836883904,1654.9830299992166,10231.001070882627,2775.1806493884274,24,-12922,-69956,0,0.8772735602404123,37,1.2879367,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.95547661829376,-12.921518074359017]}"
2892_0,277,0.27832092584807167,37,0,4683.969122175846,0.0,15657.604611803186,38822.15096365845,3281.8386126187424,20152.784355708318,167.3781268159089,4683.969122175846,12674.881709495197,32,-12677,-70556,0,0.8935393898801535,36,2.6538832,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.55672902972759,-12.674551242718156]}"
2903_0,288,0.0430561991703532,34,0,6419.437512008274,16240.450548495408,6419.437512008274,21203.888609637615,22153.477367665266,11924.675890110258,612.4365215621923,7220.268259525779,14633.746126089847,27,-12736,-70331,0,0.9076426179195937,35,2.193123,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.33055225804914,-12.735447947764786]}"
2910_0,254,0.17120685739157332,37,0,8406.453348609359,12049.417836430765,64710.595685217806,12021.982215382057,19687.0602760928,6479.48711301583,586.19731837859,8406.453348609359,10546.43027468581,31,-12771,-69771,0,0.9054307774115491,36,3.2915573,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.77250313877514,-12.770216448755198]}"
2911_0,265,0.04897942638013773,40,0,1053.3299086123484,8222.964776160383,55636.79176785669,8222.964776160383,21209.315595475502,11991.742526927988,429.6040411476174,1053.3299086123484,11330.171043224304,27,-12810,-69856,0,0.9662332741528683,35,1.612798,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.85554110971658,-12.807936656956455]}"
2917_0,252,0.12919193949869215,39,0,1502.9404929475445,9652.79470273953,54312.294540878866,9554.598633389065,23105.553173798337,11654.86815241184,73.94903284633492,1502.9404929475445,9477.843084971322,31,-12799,-69871,0,0.9143840034535157,35,3.9348571,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.87208808910557,-12.79703209751538]}"
2920_0,252,0.33378681975176994,37,0,5650.914454667884,14578.735850986886,36255.60050431823,14678.587859385927,29469.551030639075,11390.32773716006,1363.2522281616075,5650.914454667884,6636.161943928481,37,-12744,-70047,0,0.9914137663688689,34,2.2941902,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.0487506891711,-12.742139322311658]}"
2922_0,254,0.3270982825128129,36,0,2250.62124602111,0.0,47307.640649229426,2250.62124602111,10188.864469771777,9682.42198680835,573.0776215311233,11718.929397887636,5117.807932011421,27,-12933,-69923,0,0.9153112752669816,37,2.301147,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92233366272592,-12.932487264195073]}"
2923_0,263,0.0372420648614735,32,0,19309.29205290454,5522.059557842327,40575.387068698845,19309.29205290454,0.0,3930.0635638804433,5011.022006553074,22312.168730485126,19963.014046517055,26,-13074,-69993,0,0.9079562436408591,38,1.9869375,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.99479418521659,-13.073268234886342]}"
2930_0,249,0.10490755745985443,35,0,6905.381465204219,0.0,49684.65001512686,6905.381465204219,5815.1958824591575,6633.051231631698,184.3179217064153,13099.385797022653,9866.721702205361,30,-12973,-69904,0,0.8902991265486432,34,1.5348904,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.9058786289757,-12.970520152845479]}"
2934_0,244,0.10214875971998764,34,0,18704.058785075722,6106.974473462073,68204.54699225127,20374.58400988978,0.0,8133.25254479572,161.90694969419786,18704.058785075722,29628.708655430655,34,-13063,-69739,0,0.8008577188139128,38,2.3620443,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74020063818111,-13.063272702481848]}"
2939_0,287,0.06357292001130208,34,0,8051.398357700388,17881.169526919042,9239.256444231822,18034.353950319186,26475.912439307693,13752.582756416987,1651.7319886497467,8051.398357700388,16653.02160844381,35,-12758,-70298,0,0.8433558237331117,38,1.8136941,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29750858765586,-12.757309858630064]}"
2944_0,241,0.2350669012427988,32,0,16468.335431085252,1250.3886572295557,63748.77380060818,16468.335431085252,0.0,2135.49284323532,2495.7926322440503,17347.753634466895,23628.891935561063,24,-13031,-69783,0,0.8971072439846337,38,1.7519073,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.78436886053454,-13.030591579526574]}"
2945_0,238,0.18639849519555324,36,0,12715.829383496528,0.0,55460.08620544045,12715.829383496528,2816.838963303294,1951.2153467517478,3736.7322393045447,14556.845789946256,16183.048949327429,37,-13009,-69857,0,0.9984765249492928,32,1.5162408,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.85622398529088,-13.008663845424337]}"
2952_0,389,0.1893578599113771,39,0,572.1354674832459,0.0,7618.098214067431,572.1354674832459,20714.487428124878,21646.76680222637,61.437177221138974,2592.2175987264204,16498.531694792724,29,-12949,-70299,0,0.971564091450417,37,9.19272,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29848378268606,-12.947160031540726]}"
2962_0,247,0.25698683288572743,40,0,8944.755577346392,13220.422004339065,64387.84891273236,13188.877462392697,20786.250657794968,5887.20428332673,255.765209907151,8944.755577346392,9396.426017401996,24,-12760,-69771,0,0.9549117630594673,33,4.0373154,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.77247020594585,-12.759365986306037]}"
2967_0,279,0.1249540859053113,38,0,16485.23623193499,1702.5976667100374,31601.562143969117,16485.23623193499,0.0,6263.836298863949,474.96492461770583,20300.43919961495,18206.883264188746,32,-13059,-70079,0,0.9894903949942938,39,1.3110924,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07772844996266,-13.056661388678586]}"
2973_0,285,0.1391672003069358,37,0,2884.28606215223,2709.2786463143707,15070.518719246578,2884.28606215223,21985.432085748405,11336.8677944395,1838.1413225566394,3461.486805674663,17969.294532685268,33,-12888,-70221,0,0.930730687473864,37,2.0377266,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.22076788656788,-12.88786552706138]}"
