system:index,altitude,classification,clay,cluster,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_ponds,distance_rivers,distance_vec,distance_villages,landform,latitude,longitude,mined,random,sand,slope,type,.geo
39_0,255,0.354144162650144,36,0,7409.671743907082,16009.923262052038,34524.718722183374,16108.355742261676,30672.11220200223,10770.884172519041,2849.792122454967,7409.671743907082,7810.639991055185,34,-12734,-70066,0,0.8268971438049155,35,2.3756256,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06528441628555,-12.731223501224859]}"
43_0,288,0.10023921147450192,36,0,6012.264905488812,13493.961654709938,6012.264905488812,24243.70601826824,19238.974077841318,9918.872500365977,2258.9065990736012,7156.215642559893,11429.480013849583,32,-12710,-70345,0,0.9995343678954365,38,2.2554698,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.34698608413393,-12.708242925208811]}"
50_0,231,0.3982461601433868,34,0,8587.095118167843,18790.220660546373,50070.56396737255,18693.057056585632,32133.899211010088,4551.2574080424365,2926.131037170378,8587.095118167843,7327.15057755723,35,-12723,-69922,0,0.8985674784813663,34,1.5062855,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92156338664155,-12.720912451877355]}"
54_0,240,0.8569864442945724,32,0,6584.87379901202,6667.919335589204,44098.88595400996,6584.87379901202,19264.86122402061,17821.501451711338,94.17806498931635,8625.373490433518,6062.759412485177,37,-12835,-69959,0,0.8986976367310724,42,1.5638525,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.9606763460121,-12.834699173604646]}"
65_0,290,0.04475384685305616,32,0,5159.93920251415,16436.34012135313,5159.93920251415,18124.28308412308,23912.295662360793,14835.7258801401,471.8554565933759,6652.060941394686,17393.169768927968,27,-12765,-70335,0,0.8313026018180372,37,1.8713845,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.33622011730502,-12.76254136386793]}"
66_0,238,0.15421024529395141,35,0,13841.710788536244,0.0,59147.998644628635,13841.710788536244,2707.9084296349142,1255.3909415800224,3293.029052960564,15061.680065084727,19249.956007949997,27,-13017,-69823,0,0.931620315934284,35,1.4854544,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.82304664258689,-13.014196287592467]}"
94_0,441,0.11333235387518942,40,0,6592.9506801955595,10089.58603418331,6592.9506801955595,7986.954387779128,22419.56523761718,31590.082497730265,151.83688469484744,6793.201364916751,9991.962703453873,18,-12942,-70414,0,0.9902760165383517,36,12.960476,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41458757938213,-12.941131697220921]}"
99_0,304,0.1925716549055155,39,0,10815.921289996999,2482.8937214645102,19554.00847330348,45044.12178723171,0.0,19333.367260757834,341.7387443623865,10815.921289996999,11737.347883203132,28,-12637,-70596,0,0.8929699657145149,39,3.6607533,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.59515921268063,-12.636356449260008]}"
101_0,259,0.5515436562168087,34,0,5166.08331073092,14955.567171992732,23802.294877859877,15053.162023065397,28018.54044901557,3218.7625950799234,341.66026485649746,5166.08331073092,11343.285711234055,31,-12777,-70158,0,0.8885067229953422,37,2.4899836,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.15942398383308,-12.774225850542972]}"
107_0,281,0.14953134402836732,38,0,7551.042632612458,0.0,19945.93010834418,42048.044725189066,1370.0295244338292,23302.12143039463,447.86827517058987,7551.042632612458,14893.290970178592,35,-12676,-70596,0,0.8161928013613998,34,1.3365073,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.5953951169451,-12.674322042955355]}"
119_0,293,0.22767992589197839,36,0,1502.7246861581596,6871.046661278089,4650.9478582779875,4992.472114045135,27592.385555895693,19211.077339049763,129.4282290059499,1502.7246861581596,20069.755348021026,32,-12885,-70321,0,0.8177529985922531,38,3.3474216,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3202632324926,-12.88195831100894]}"
122_0,287,0.2149152656963137,38,0,9075.351708308766,13794.895076873365,9075.351708308766,25748.296315009728,21331.03110333061,6106.432560524348,3045.09391748653,10051.744262028275,9183.822560190893,24,-12689,-70312,0,0.9228979172120786,38,1.500134,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.3137243062699,-12.686711923858287]}"
128_0,234,0.33854531296196044,36,0,15541.88447385556,24373.645814927306,34698.9787426715,24472.778122151136,39082.604697179675,4041.663152737878,544.9046483481854,15541.88447385556,7573.919716880421,36,-12657,-70070,0,0.9880577508808046,31,1.4791253,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.07049285641709,-12.655253963315387]}"
131_0,272,0.06569403773086682,32,0,17737.791789775285,3652.593834427284,35167.513886792614,17737.791789775285,0.0,7781.098041166471,443.1914964003872,20165.65505522139,18097.941388508785,35,-13059,-70045,0,0.8372829143034485,37,1.1307683,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04452895632136,-13.056797585503285]}"
132_0,246,0.062189265524767105,42,0,18986.59773160921,7589.123089278053,69758.06784788595,21278.407802034028,0.0,10005.116149647049,1463.6746454772717,18986.59773160921,31383.03927250822,29,-13071,-69724,0,0.9955254081706125,33,2.3886032,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.7236147521015,-13.068744864246899]}"
142_0,255,0.3058419570286897,31,0,15000.494137394362,1840.3102521149222,42648.163776057874,15000.494137394362,0.0,2115.487850645286,4477.495884221218,18925.227877948768,15795.809427151691,27,-13037,-69979,0,0.9900504615649883,39,1.4914588,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.97804357165624,-13.03535793874952]}"
143_0,309,0.136002151779044,40,0,261.7291457638858,13246.212032879088,261.7291457638858,11473.926468012753,26564.205364912264,23223.55475301341,469.23740975257704,7409.7611456240265,21666.03126338396,26,-12844,-70369,0,0.8709632287663175,38,1.9344788,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.36981646729801,-12.843733862884521]}"
147_0,240,0.056547455466426734,38,0,4351.384749076548,0.0,66072.65398264799,4351.384749076548,4765.706116877154,7461.424797975384,90.11744753566401,7731.464305640834,22182.21413512023,26,-12919,-69750,0,0.8570173346629986,32,2.4990847,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.75082824851013,-12.916761317904951]}"
149_0,235,0.09745525465156767,36,0,10659.711167529207,0.0,65629.44835130041,10659.711167529207,968.575461927891,6091.906486565531,353.5990766803647,11602.703642549222,22988.52076964754,26,-12977,-69757,0,0.814782235432269,33,1.2751226,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.75653885658579,-12.976422309037885]}"
153_0,240,0.0370854820369659,38,0,1953.8317961767302,0.0,66494.34783335784,1953.8317961767302,5963.236223871385,8699.759472877817,1504.6788890429311,6760.670071974479,22457.498870023843,29,-12897,-69746,0,0.9919352188458138,34,1.40734,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74523334466161,-12.895076322631416]}"
157_0,252,0.2564670456155238,34,0,4655.042970718723,0.0,47073.94571875038,4655.042970718723,7853.115530411343,7153.011174572679,229.04993959669355,13396.87345338812,6963.057485139896,28,-12955,-69927,0,0.8990359922447,37,1.3344823,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.92794465058547,-12.954167410768848]}"
158_0,261,0.27735339198324016,34,0,1725.190982264839,1678.5489083458722,28211.237678309604,1725.190982264839,14557.89865531332,10535.049632547798,1870.5892250937163,6554.139167694183,4889.60235458307,24,-12885,-70099,0,0.8365430416447646,36,1.432318,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.09909882650295,-12.88297981964338]}"
159_0,494,0.14779670322063682,34,0,9666.730337406963,11451.15602768349,10915.490138415773,10382.293278913434,14472.588839098886,29192.68353336245,97.81860107387143,9666.730337406963,11070.15006176694,31,-13093,-70565,0,0.9636216677837357,38,14.702069,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.56484353383888,-13.092139582072626]}"
167_0,287,0.04307737682633246,36,0,21647.61657388325,4723.140974042337,33258.39806483256,21647.61657388325,0.0,10401.371182738996,72.83144566895541,25057.427642260493,22858.36406028157,29,-13103,-70060,0,0.8205009386381729,39,1.847137,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.06131431568215,-13.100127307850869]}"
168_0,280,0.06254249856808139,34,0,2752.7515554524775,20957.335644334216,15848.175335812148,21761.016294736375,29057.36575228554,10042.524563364132,1593.2414338275212,2752.7515554524775,12976.746030095523,31,-12715,-70247,0,0.8778857554784542,36,1.8760712,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.24756005589579,-12.71415379277874]}"
173_0,236,0.19335621885494084,35,0,12553.912685973377,0.0,63489.918738170585,12553.912685973377,1516.225606068267,3262.535592983327,527.7135817178064,13700.8938598115,21706.93824846256,24,-12995,-69779,0,0.915921162250772,35,1.9876611,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.77871722762606,-12.992632419768693]}"
178_0,378,0.20826405290608946,38,0,968.4183953416708,0.0,8576.72521129146,968.4183953416708,19144.46854763262,22091.820857318755,48.93523858973286,4176.46901536632,15626.672902081315,35,-12964,-70299,0,0.834331734504854,37,11.048139,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.29856809852377,-12.963432772238544]}"
196_0,349,0.042385730537410606,41,0,23689.270722946,5984.936320939191,61269.069919464855,23689.270722946,0.0,6951.773273814637,561.6593030173248,24822.071591887427,28083.108981354682,22,-13104,-69802,0,0.807421429073203,35,3.0547056,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.80119553236678,-13.101066706531713]}"
205_0,223,0.2918255298086645,35,0,10721.722486028839,0.0,66823.54594812338,10751.920305998521,203.18126852932693,5323.11850054211,80.20327814518217,10763.429265622963,24102.86558994595,30,-12977,-69746,0,0.8459448081675617,35,4.215901,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.74547496745457,-12.976454246748874]}"
209_0,283,0.32523487888334435,38,0,8075.6641955739715,10411.956420369874,8255.062811542883,29543.015774963747,19079.379536427783,3852.5003235055156,353.89951865275714,8075.6641955739715,6106.412959300434,27,-12656,-70323,0,0.988196695334136,35,2.2324755,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.32460542799082,-12.6541112128749]}"
218_0,343,0.16800303527943913,41,0,5024.243280614153,14158.435866190523,5024.243280614153,12951.899682506253,21457.355803695078,28762.065318585268,161.34589688882244,6950.399752668462,16315.504065790707,30,-12877,-70413,0,0.9177809193320775,32,2.6760035,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.41422159484057,-12.876043638177858]}"
222_0,354,0.12756087045531278,40,0,6233.030777708874,0.0,14004.427380858964,6233.030777708874,16438.00015221133,17784.377128640663,120.64887373181934,8808.166738108455,16762.241787441562,28,-12993,-70259,0,0.9790782636720605,34,9.705324,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.25998943467349,-12.990744576915883]}"
226_0,258,0.475577426258823,36,0,1254.3146991877045,0.0,43665.26547740925,1254.3146991877045,11419.59375153121,11640.872602824384,1378.1910819539007,9559.617659560912,1207.617869991238,24,-12908,-69956,0,0.9480843509821526,35,1.5697774,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.95541478457511,-12.9052433528742]}"
229_0,259,0.09986025917504729,38,0,9212.939310342232,18174.599922267902,36937.90461393269,18274.513145451667,33069.056690904144,7944.03491436252,4176.822587431079,9212.939310342232,10207.228852108727,24,-12712,-70047,0,0.9782623737161967,35,1.6725519,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.04861699199633,-12.709590348539184]}"
234_0,234,0.24650390166536248,38,0,13423.49845245937,21991.966960100428,43822.10588148552,22065.545097376707,35969.48561238731,4400.851301969645,4735.933427456819,13423.49845245937,4352.844967686729,30,-12683,-69988,0,0.909523945188789,32,1.161304,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.98772945576363,-12.682698971797615]}"
238_0,262,0.03866130554274651,36,0,3956.6778681351584,4272.729039377979,62276.387697221006,4183.826217317023,10945.092937441654,10753.483737272656,139.8268996743817,3963.290227982311,19133.073692855913,25,-12836,-69724,0,0.9104031646355819,36,1.9204329,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.72294173494869,-12.835460616956572]}"
242_0,259,0.1692145597115503,37,0,4203.218627210068,4288.057342109132,45282.0575529768,4203.218627210068,17148.06952616017,16963.284621228526,544.9253002467722,9854.437603946239,4533.056544593659,24,-12857,-69945,0,0.9327516905622193,35,1.6031317,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-69.9441717534502,-12.856459085463579]}"
243_0,271,0.1357442859899426,37,0,2750.9866253960504,24195.943327839563,22254.355345513548,25502.32840319965,33744.88728712899,9060.301030000004,6706.8922166647535,2750.9866253960504,9159.143527326236,28,-12682,-70191,0,0.8822377582449219,37,2.1670666,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.19215410579486,-12.681860593285522]}"
245_0,341,0.40408933796383856,40,0,5353.584363499693,6070.586027567156,6748.73064430657,20459.38970909438,10172.003012263373,27900.708143554904,143.3931229068777,5353.584363499693,7455.469550674288,31,-12930,-70531,0,0.9239479459341737,32,4.395918,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-70.53064716578804,-12.929628523753157]}"
