system:index,altitude,carbon_density,distance_any,distance_buffer,distance_dep,distance_nac,distance_parks,distance_vec,distance_villages,first,landform,latitude,longitude,lossyear,offset,price_after,price_before,price_dif,scale,slope,.geo
2_2082,296,73.06404,17930,0,17930,28920,9628,2247,18618,1,34,-12.811323424470558,-70.55413157238928,0,158.5,1160.1,1266.4,-106.30000000000018,-32.2,0.66422975,
2_2083,284,30.537836,12145,278,12145,30939,11884,1013,19537,1,34,-12.74844135458219,-70.5226905374451,0,26.0,1160.1,1266.4,-106.30000000000018,4.9,1.0578655,
2_2084,243,78.53675,24819,25759,24819,32370,36650,6712,3940,1,31,-12.606507539691306,-70.1588728473767,0,-111.5,1160.1,1266.4,-106.30000000000018,69.2,1.4253094,
2_2085,275,75.49005,10791,0,29860,10791,3494,14424,13891,1,24,-13.01254604811333,-70.10497393032952,0,-22.5,1160.1,1266.4,-106.30000000000018,16.9,3.830161,
2_2086,388,91.22314,13103,0,13130,27578,2576,5648,5596,1,21,-12.930799357258454,-70.63497994796005,0,-81.0,1160.1,1266.4,-106.30000000000018,76.0,10.672103,
2_2087,233,16.229168,30410,30322,34576,30410,44928,16407,1891,1,31,-12.60111764798659,-70.06993963424887,0,44.0,1160.1,1266.4,-106.30000000000018,-8.4,5.7255054,
2_2088,249,102.09478,14492,933,48004,14492,0,21320,16380,1,21,-13.044885398341632,-69.93249739577858,1,0.0,1160.1,1266.4,-106.30000000000018,0.0,1.3289193,
2_2089,255,66.63908,5329,0,38015,5329,7797,7457,5354,1,24,-12.939782510099649,-70.01244745606522,0,172.5,1160.1,1266.4,-106.30000000000018,4.4,1.0585155,
2_2090,262,72.05096,3437,0,31184,3437,8744,7262,4533,1,34,-12.932595987826693,-70.07443121066946,1,26.0,1160.1,1266.4,-106.30000000000018,13.6,0.66439426,
2_2091,324,48.236923,9581,1463,9609,25301,6087,4846,2575,1,21,-12.949663978224963,-70.60892880472058,0,-39.0,1160.1,1266.4,-106.30000000000018,45.3,1.0585499,
2_2092,242,63.688217,13355,220,46447,13355,0,19663,14864,1,31,-13.03230898436396,-69.94866707089272,1,13.0,1160.1,1266.4,-106.30000000000018,4.7,2.8909853,
2_2093,263,112.0358,13869,13826,30867,13869,27404,6782,6196,1,21,-12.763712714412222,-70.09688909277246,0,-30.5,1160.1,1266.4,-106.30000000000018,37.4,1.3909631,
2_2094,294,26.30992,15807,0,15807,29318,11893,1891,20987,1,41,-12.792458803504047,-70.54245347369573,1,20.0,1160.1,1266.4,-106.30000000000018,26.3,1.7011352,
2_2095,321,33.73125,9469,1324,9469,26983,5734,2677,4421,1,31,-12.93439261839493,-70.59455576017467,0,117.5,1160.1,1266.4,-106.30000000000018,-25.8,5.5357084,
2_2096,413,92.44945,15063,0,15144,23652,3653,11653,7190,1,21,-12.975715121464429,-70.67181087460895,0,-1.5,1160.1,1266.4,-106.30000000000018,19.2,6.069783,
2_2097,278,19.015818,15706,0,21271,15706,6987,13473,21389,1,41,-13.057461812319307,-70.17773746834321,1,-12.0,1160.1,1266.4,-106.30000000000018,9.9,2.8206224,
2_2098,290,85.54285,14222,196,14222,29100,13507,440,22359,1,24,-12.783475650662853,-70.53077537500218,0,-3.0,1160.1,1266.4,-106.30000000000018,46.4,1.9570835,
2_2099,293,86.68056,13391,0,13391,33588,9115,1324,17353,1,21,-12.726881787763322,-70.5361652667069,0,56.0,1160.1,1266.4,-106.30000000000018,4.7,3.1236289,
2_2100,287,92.391266,9360,4139,9360,25326,16858,295,20178,1,31,-12.779882389526374,-70.48226634965972,0,-4.0,1160.1,1266.4,-106.30000000000018,2.4,3.01286,
2_2101,247,97.895706,14619,1189,47601,14619,0,21616,16430,1,21,-13.045783713625752,-69.93609065691506,0,0.0,1160.1,1266.4,-106.30000000000018,0.0,3.8244867,
2_2102,233,14.400542,22458,23492,22458,32517,34273,4193,3750,1,31,-12.615490692532502,-70.18043241419556,0,-10.5,1160.1,1266.4,-106.30000000000018,20.9,5.427599,
2_2103,326,65.54511,15475,0,15574,20727,4321,14341,8584,1,42,-13.006257841124494,-70.67720076631366,0,0.5,1160.1,1266.4,-106.30000000000018,4.5,7.3120375,
2_2104,254,99.931595,1719,1650,34876,1719,16398,630,3953,1,24,-12.86162908038125,-70.0438884910094,0,79.0,1160.1,1266.4,-106.30000000000018,-7.1,1.9921808,
2_2105,235,92.48224,28856,28783,31136,28856,42943,12803,5954,1,31,-12.620880584237218,-70.10138066919305,0,-33.5,1160.1,1266.4,-106.30000000000018,22.5,4.4884295,
2_2106,241,92.52733,27614,27541,31588,27614,41784,13226,6406,1,24,-12.631660367646653,-70.09778740805658,0,-12.5,1160.1,1266.4,-106.30000000000018,10.4,0.6639892,
2_2107,251,58.525,9314,0,45877,9314,3277,16279,10738,1,24,-12.99457974243094,-69.9477687556086,1,-2.5,1160.1,1266.4,-106.30000000000018,2.7,0.66447943,
2_2108,229,10.521835,9422,9510,48749,9422,22286,7478,4872,1,42,-12.812221739754676,-69.9244125582215,0,8.0,1160.1,1266.4,-106.30000000000018,0.8,3.3574047,
2_2109,249,89.57222,8620,0,45535,8620,3797,15538,9944,1,24,-12.987393220157983,-69.94956538617684,1,-10.5,1160.1,1266.4,-106.30000000000018,11.8,0.4759087,
2_2110,405,45.698368,9998,3674,10096,19067,8362,10738,4455,1,31,-13.008054471692732,-70.62689511040297,1,-6.5,1160.1,1266.4,-106.30000000000018,8.8,10.396472,
2_2111,310,18.16306,1060,0,11897,1060,21043,5602,21098,1,21,-12.942477455952007,-70.25409426749337,0,24.5,1160.1,1266.4,-106.30000000000018,14.6,2.0839374,
2_2112,378,16.90192,2625,5477,4612,2625,13870,5711,6118,1,21,-13.01074941754509,-70.37267188499715,0,200.5,1160.1,1266.4,-106.30000000000018,-36.0,3.0145833,
2_2113,225,9.918427,26665,26584,33498,26665,41042,15139,5770,1,42,-12.63705025935137,-70.0807194176583,0,-8.5,1160.1,1266.4,-106.30000000000018,12.5,5.0877852,
2_2114,255,110.932304,12504,12407,36912,12504,27225,3468,4863,1,21,-12.762814399128104,-70.04119354515704,1,-21.5,1160.1,1266.4,-106.30000000000018,13.8,3.7047918,
